domain,category,content_type,level,id_or_title,detail
Kubernetes,Containers,lesson,Intermediate,Ingress,
Kubernetes,Containers,lesson,Intermediate,Persistent Volumes,
Kubernetes,Containers,lesson,Intermediate,Requests And Limits,
Kubernetes,Containers,lesson,Intermediate,Rolling Updates,
Kubernetes,Containers,practice_lab,Intermediate,kubernetes-lab-2 — Intermediate company lab,Troubleshoot a rollout with failing readiness probes and insufficient resources.
Kubernetes,Containers,company_workflow,Advanced,Advanced,"A senior engineer applies least privilege, isolates namespaces, tunes autoscaling, and diagnoses control-plane or node symptoms."
Kubernetes,Containers,lesson,Advanced,Rbac And Policies,
Kubernetes,Containers,lesson,Advanced,Autoscaling,
Kubernetes,Containers,lesson,Advanced,Network Policies,
Kubernetes,Containers,lesson,Advanced,Cluster Troubleshooting,
Kubernetes,Containers,practice_lab,Advanced,kubernetes-lab-3 — Advanced company lab,Secure and scale a multi-tier application while preserving availability during node maintenance.
Kubernetes,Containers,company_workflow,Master,Master,"A platform lead defines tenancy, fleet upgrades, disaster recovery, developer abstractions, SLOs, and cluster economics."
Kubernetes,Containers,lesson,Master,Multi-Cluster Design,
Kubernetes,Containers,lesson,Master,Platform Apis,
Kubernetes,Containers,lesson,Master,Upgrade Strategy,
Kubernetes,Containers,lesson,Master,Cost And Reliability,
Kubernetes,Containers,practice_lab,Master,kubernetes-lab-4 — Master company lab,Design a production Kubernetes platform for 30 teams with governance and self-service.
Kubernetes,Containers,company_ticket,Beginner,"BILL-0701 — Deploy a web application with configuration, health probes, and a ClusterIP service","Deploy a web application with configuration, health probes, and a ClusterIP service. Business impact: Internal team productivity"
Kubernetes,Containers,company_ticket,Intermediate,BILL-0702 — Troubleshoot a rollout with failing readiness probes and insufficient resources,Troubleshoot a rollout with failing readiness probes and insufficient resources. Business impact: Staging reliability and release flow
Kubernetes,Containers,company_ticket,Advanced,BILL-0703 — Secure and scale a multi-tier application while preserving availability during node maintenance,Secure and scale a multi-tier application while preserving availability during node maintenance. Business impact: Customer-facing production reliability
Kubernetes,Containers,company_ticket,Master,BILL-0704 — Design a production Kubernetes platform for 30 teams with governance and self-service,"Design a production Kubernetes platform for 30 teams with governance and self-service. Business impact: Enterprise platform, governance, and business continuity"
Kubernetes,Containers,production_incident,SEV-2,INC-007 — Production degradation involving Kubernetes,Secure and scale a multi-tier application while preserving availability during node maintenance. Customer impact: Customer-facing production reliability
Kubernetes,Containers,enterprise_capstone,Master,CAP-007 — Enterprise Kubernetes delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Kubernetes as part of an end-to-end DevOps platform."
CI/CD Engineering,Delivery,command_or_configuration_example,,abort and rollback,
CI/CD Engineering,Delivery,command_or_configuration_example,,approve production,
CI/CD Engineering,Delivery,command_or_configuration_example,,build,
CI/CD Engineering,Delivery,command_or_configuration_example,,canary 5%,
CI/CD Engineering,Delivery,command_or_configuration_example,,change failure rate,
CI/CD Engineering,Delivery,command_or_configuration_example,,deploy staging,
CI/CD Engineering,Delivery,command_or_configuration_example,,deployment frequency,
CI/CD Engineering,Delivery,command_or_configuration_example,,lead time,
CI/CD Engineering,Delivery,command_or_configuration_example,,mean time to restore,
CI/CD Engineering,Delivery,command_or_configuration_example,,package,
CI/CD Engineering,Delivery,command_or_configuration_example,,promote 25%,
CI/CD Engineering,Delivery,command_or_configuration_example,,publish,
CI/CD Engineering,Delivery,command_or_configuration_example,,rollback release,
CI/CD Engineering,Delivery,command_or_configuration_example,,smoke test,
CI/CD Engineering,Delivery,command_or_configuration_example,,test,
CI/CD Engineering,Delivery,command_or_configuration_example,,verify SLO,
CI/CD Engineering,Delivery,company_workflow,Beginner,Beginner,"A developer pushes a change; the pipeline validates formatting, tests, builds an immutable artifact, and publishes evidence."
CI/CD Engineering,Delivery,lesson,Beginner,Continuous Integration,
CI/CD Engineering,Delivery,lesson,Beginner,Pipeline Stages,
CI/CD Engineering,Delivery,lesson,Beginner,Artifacts,
CI/CD Engineering,Delivery,lesson,Beginner,Basic Deployment,
CI/CD Engineering,Delivery,practice_lab,Beginner,cicd-lab-1 — Beginner company lab,"Create a pipeline plan for lint, unit test, package, and artifact retention."
CI/CD Engineering,Delivery,company_workflow,Intermediate,Intermediate,"An engineer promotes the same artifact through test and staging, uses protected secrets, obtains approval, deploys, and validates health."
CI/CD Engineering,Delivery,lesson,Intermediate,Environment Promotion,
CI/CD Engineering,Delivery,lesson,Intermediate,Secrets,
CI/CD Engineering,Delivery,lesson,Intermediate,Approvals,
CI/CD Engineering,Delivery,lesson,Intermediate,Rollback,
CI/CD Engineering,Delivery,practice_lab,Intermediate,cicd-lab-2 — Intermediate company lab,Design a three-environment pipeline with approvals and automated rollback criteria.
CI/CD Engineering,Delivery,company_workflow,Advanced,Advanced,"A senior engineer combines canary rollout, policy checks, backward-compatible migrations, telemetry, and automated decision gates."
CI/CD Engineering,Delivery,lesson,Advanced,Progressive Delivery,
CI/CD Engineering,Delivery,lesson,Advanced,Security Gates,
CI/CD Engineering,Delivery,lesson,Advanced,Database Changes,
CI/CD Engineering,Delivery,lesson,Advanced,Pipeline Observability,
CI/CD Engineering,Delivery,practice_lab,Advanced,cicd-lab-3 — Advanced company lab,Create a progressive-delivery runbook for a risky API and database change.
CI/CD Engineering,Delivery,company_workflow,Master,Master,"A platform lead provides reusable pipeline components, policy-as-code, scorecards, and disaster-recovery exercises."
CI/CD Engineering,Delivery,lesson,Master,Delivery Platform,
CI/CD Engineering,Delivery,lesson,Master,Dora Metrics,
CI/CD Engineering,Delivery,lesson,Master,Governance,
CI/CD Engineering,Delivery,lesson,Master,Resilience Testing,
CI/CD Engineering,Delivery,practice_lab,Master,cicd-lab-4 — Master company lab,Design an organization-wide CI/CD product with paved roads and controlled exceptions.
CI/CD Engineering,Delivery,company_ticket,Beginner,"BILL-0801 — Create a pipeline plan for lint, unit test, package, and artifact retention","Create a pipeline plan for lint, unit test, package, and artifact retention. Business impact: Internal team productivity"
CI/CD Engineering,Delivery,company_ticket,Intermediate,BILL-0802 — Design a three-environment pipeline with approvals and automated rollback criteria,Design a three-environment pipeline with approvals and automated rollback criteria. Business impact: Staging reliability and release flow
CI/CD Engineering,Delivery,company_ticket,Advanced,BILL-0803 — Create a progressive-delivery runbook for a risky API and database change,Create a progressive-delivery runbook for a risky API and database change. Business impact: Customer-facing production reliability
CI/CD Engineering,Delivery,company_ticket,Master,BILL-0804 — Design an organization-wide CI/CD product with paved roads and controlled exceptions,"Design an organization-wide CI/CD product with paved roads and controlled exceptions. Business impact: Enterprise platform, governance, and business continuity"
CI/CD Engineering,Delivery,production_incident,SEV-2,INC-008 — Production degradation involving CI/CD Engineering,Create a progressive-delivery runbook for a risky API and database change. Customer impact: Customer-facing production reliability
CI/CD Engineering,Delivery,enterprise_capstone,Master,CAP-008 — Enterprise CI/CD Engineering delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using CI/CD Engineering as part of an end-to-end DevOps platform."
Jenkins,Delivery,command_or_configuration_example,,"@Library(""company-lib"") _",
Jenkins,Delivery,command_or_configuration_example,,"agent { label ""linux"" }",
Jenkins,Delivery,command_or_configuration_example,,archiveArtifacts,
Jenkins,Delivery,command_or_configuration_example,,build queue analysis,
Jenkins,Delivery,command_or_configuration_example,,disableConcurrentBuilds(),
Jenkins,Delivery,command_or_configuration_example,,junit,
Jenkins,Delivery,command_or_configuration_example,,options { timeout(...) },
Jenkins,Delivery,command_or_configuration_example,,parameters,
Jenkins,Delivery,command_or_configuration_example,,pipeline { agent any },
Jenkins,Delivery,command_or_configuration_example,,post { always {} },
Jenkins,Delivery,command_or_configuration_example,,quietDown,
Jenkins,Delivery,command_or_configuration_example,,safeRestart,
Jenkins,Delivery,command_or_configuration_example,,"stage(""Test"")",
Jenkins,Delivery,command_or_configuration_example,,withCredentials,
Jenkins,Delivery,company_workflow,Beginner,Beginner,"A developer adds a Jenkinsfile, triggers a branch build, reads console output, and archives test reports."
Jenkins,Delivery,lesson,Beginner,Jobs And Pipelines,
Jenkins,Delivery,lesson,Beginner,Jenkinsfile,
Jenkins,Delivery,lesson,Beginner,Stages And Steps,
Jenkins,Delivery,lesson,Beginner,Artifacts,
Jenkins,Delivery,practice_lab,Beginner,jenkins-lab-1 — Beginner company lab,"Create a declarative pipeline for checkout, test, package, and archive."
Jenkins,Delivery,company_workflow,Intermediate,Intermediate,"An engineer routes jobs to labeled agents, injects credentials safely, parameterizes releases, and sends failure notifications."
Jenkins,Delivery,lesson,Intermediate,Agents,
Jenkins,Delivery,lesson,Intermediate,Credentials,
Jenkins,Delivery,lesson,Intermediate,Parameters,
Jenkins,Delivery,lesson,Intermediate,Post Actions,
Jenkins,Delivery,practice_lab,Intermediate,jenkins-lab-2 — Intermediate company lab,Build a parameterized deployment pipeline using protected credentials.
Jenkins,Delivery,company_workflow,Advanced,Advanced,"A senior engineer centralizes approved steps, limits plugins, backs up configuration, and reviews script approvals."
Jenkins,Delivery,lesson,Advanced,Shared Libraries,
Jenkins,Delivery,lesson,Advanced,Plugin Governance,
Jenkins,Delivery,lesson,Advanced,Controller Backup,
Jenkins,Delivery,lesson,Advanced,Pipeline Security,
Jenkins,Delivery,practice_lab,Advanced,jenkins-lab-3 — Advanced company lab,Create a shared pipeline library and recovery plan for a Jenkins controller.
Jenkins,Delivery,company_workflow,Master,Master,"A platform lead decides controller boundaries, agent elasticity, service objectives, and migration to managed or cloud-native alternatives."
Jenkins,Delivery,lesson,Master,High Availability Strategy,
Jenkins,Delivery,lesson,Master,Migration,
Jenkins,Delivery,lesson,Master,Capacity,
Jenkins,Delivery,lesson,Master,Governance,
Jenkins,Delivery,practice_lab,Master,jenkins-lab-4 — Master company lab,Design Jenkins as a governed internal service for 40 teams.
Jenkins,Delivery,company_ticket,Beginner,"BILL-0901 — Create a declarative pipeline for checkout, test, package, and archive","Create a declarative pipeline for checkout, test, package, and archive. Business impact: Internal team productivity"
Jenkins,Delivery,company_ticket,Intermediate,BILL-0902 — Build a parameterized deployment pipeline using protected credentials,Build a parameterized deployment pipeline using protected credentials. Business impact: Staging reliability and release flow
Jenkins,Delivery,company_ticket,Advanced,BILL-0903 — Create a shared pipeline library and recovery plan for a Jenkins controller,Create a shared pipeline library and recovery plan for a Jenkins controller. Business impact: Customer-facing production reliability
Jenkins,Delivery,company_ticket,Master,BILL-0904 — Design Jenkins as a governed internal service for 40 teams,"Design Jenkins as a governed internal service for 40 teams. Business impact: Enterprise platform, governance, and business continuity"
Jenkins,Delivery,production_incident,SEV-1,INC-009 — Production degradation involving Jenkins,Create a shared pipeline library and recovery plan for a Jenkins controller. Customer impact: Customer-facing production reliability
Jenkins,Delivery,enterprise_capstone,Master,CAP-009 — Enterprise Jenkins delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Jenkins as part of an end-to-end DevOps platform."
GitHub Actions,Delivery,command_or_configuration_example,,actions/cache,
GitHub Actions,Delivery,command_or_configuration_example,,artifact retention,
GitHub Actions,Delivery,command_or_configuration_example,,environment: production,
GitHub Actions,Delivery,command_or_configuration_example,,on: pull_request,
GitHub Actions,Delivery,command_or_configuration_example,,permissions: id-token: write,
GitHub Actions,Delivery,command_or_configuration_example,,required workflows,
GitHub Actions,Delivery,command_or_configuration_example,,run: test-command,
GitHub Actions,Delivery,command_or_configuration_example,,runner groups,
GitHub Actions,Delivery,command_or_configuration_example,,runs-on: self-hosted,
GitHub Actions,Delivery,command_or_configuration_example,,secrets.TOKEN,
GitHub Actions,Delivery,command_or_configuration_example,,strategy.matrix,
GitHub Actions,Delivery,command_or_configuration_example,,uses: actions/checkout,
GitHub Actions,Delivery,command_or_configuration_example,,uses: actions/upload-artifact,
GitHub Actions,Delivery,command_or_configuration_example,,uses: owner/action@SHA,
GitHub Actions,Delivery,command_or_configuration_example,,workflow_call,
GitHub Actions,Delivery,company_workflow,Beginner,Beginner,"A developer opens a pull request; the workflow checks out code, tests it, and publishes a report."
GitHub Actions,Delivery,lesson,Beginner,Workflow Syntax,
GitHub Actions,Delivery,lesson,Beginner,Events,
GitHub Actions,Delivery,lesson,Beginner,Jobs And Steps,
GitHub Actions,Delivery,lesson,Beginner,Artifacts,
GitHub Actions,Delivery,practice_lab,Beginner,github-actions-lab-1 — Beginner company lab,Create a pull-request workflow with tests and artifacts.
GitHub Actions,Delivery,company_workflow,Intermediate,Intermediate,"An engineer tests multiple versions, caches dependencies, protects production, and uses environment-scoped secrets."
GitHub Actions,Delivery,lesson,Intermediate,Matrices,
GitHub Actions,Delivery,lesson,Intermediate,Caching,
GitHub Actions,Delivery,lesson,Intermediate,Environments,
GitHub Actions,Delivery,lesson,Intermediate,Secrets,
GitHub Actions,Delivery,practice_lab,Intermediate,github-actions-lab-2 — Intermediate company lab,Build a matrix pipeline and protected deployment environment.
GitHub Actions,Delivery,company_workflow,Advanced,Advanced,"A senior engineer replaces long-lived cloud keys with OIDC, centralizes workflows, and pins third-party actions."
GitHub Actions,Delivery,lesson,Advanced,Oidc,
GitHub Actions,Delivery,lesson,Advanced,Reusable Workflows,
GitHub Actions,Delivery,lesson,Advanced,Self-Hosted Runners,
GitHub Actions,Delivery,lesson,Advanced,Supply-Chain Controls,
GitHub Actions,Delivery,practice_lab,Advanced,github-actions-lab-3 — Advanced company lab,Create a secure reusable deployment workflow using cloud federation.
GitHub Actions,Delivery,company_workflow,Master,Master,"A platform lead defines approved actions, runner isolation, retention, audit, and service-level objectives."
GitHub Actions,Delivery,lesson,Master,Organization Policy,
GitHub Actions,Delivery,lesson,Master,Runner Platform,
GitHub Actions,Delivery,lesson,Master,Cost,
GitHub Actions,Delivery,lesson,Master,Compliance,
GitHub Actions,Delivery,practice_lab,Master,github-actions-lab-4 — Master company lab,Design GitHub Actions governance for an enterprise organization.
GitHub Actions,Delivery,company_ticket,Beginner,BILL-1001 — Create a pull-request workflow with tests and artifacts,Create a pull-request workflow with tests and artifacts. Business impact: Internal team productivity
GitHub Actions,Delivery,company_ticket,Intermediate,BILL-1002 — Build a matrix pipeline and protected deployment environment,Build a matrix pipeline and protected deployment environment. Business impact: Staging reliability and release flow
GitHub Actions,Delivery,company_ticket,Advanced,BILL-1003 — Create a secure reusable deployment workflow using cloud federation,Create a secure reusable deployment workflow using cloud federation. Business impact: Customer-facing production reliability
GitHub Actions,Delivery,company_ticket,Master,BILL-1004 — Design GitHub Actions governance for an enterprise organization,"Design GitHub Actions governance for an enterprise organization. Business impact: Enterprise platform, governance, and business continuity"
GitHub Actions,Delivery,production_incident,SEV-2,INC-010 — Production degradation involving GitHub Actions,Create a secure reusable deployment workflow using cloud federation. Customer impact: Customer-facing production reliability
GitHub Actions,Delivery,enterprise_capstone,Master,CAP-010 — Enterprise GitHub Actions delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using GitHub Actions as part of an end-to-end DevOps platform."
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,ephemeral plans,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,module versioning,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,policy checks,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform fmt -check,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform import,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform init,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform output,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform plan,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform plan -detailed-exitcode,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform state list,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform state mv,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform state pull,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform test,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform validate,
Terraform & Infrastructure as Code,Infrastructure as Code,command_or_configuration_example,,terraform workspace list,
Terraform & Infrastructure as Code,Infrastructure as Code,company_workflow,Beginner,Beginner,"A developer changes infrastructure code, formats and validates it, reviews the plan, then applies in a sandbox."
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Beginner,Providers And Resources,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Beginner,Variables And Outputs,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Beginner,Plan And Apply,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Beginner,State Basics,
Terraform & Infrastructure as Code,Infrastructure as Code,practice_lab,Beginner,terraform-lab-1 — Beginner company lab,Provision a small network and compute resource with variables and outputs.
Terraform & Infrastructure as Code,Infrastructure as Code,company_workflow,Intermediate,Intermediate,"An engineer uses versioned modules, remote locking, separate environment state, and imports existing resources carefully."
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Intermediate,Modules,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Intermediate,Remote State,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Intermediate,Workspaces And Environments,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Intermediate,Imports,
Terraform & Infrastructure as Code,Infrastructure as Code,practice_lab,Intermediate,terraform-lab-2 — Intermediate company lab,Refactor repeated infrastructure into modules without recreating resources.
Terraform & Infrastructure as Code,Infrastructure as Code,company_workflow,Advanced,Advanced,"A senior engineer adds policy checks, detects drift, protects state, plans recovery, and avoids secrets in outputs."
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Advanced,Testing And Policy,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Advanced,State Recovery,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Advanced,Drift,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Advanced,Secrets,
Terraform & Infrastructure as Code,Infrastructure as Code,practice_lab,Advanced,terraform-lab-3 — Advanced company lab,Recover from an incorrect state move and establish drift detection.
Terraform & Infrastructure as Code,Infrastructure as Code,company_workflow,Master,Master,"A platform lead defines account structure, approved modules, policy-as-code, exceptions, and self-service workflows."
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Master,Landing Zones,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Master,Module Registry,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Master,Governance,
Terraform & Infrastructure as Code,Infrastructure as Code,lesson,Master,Platform Integration,
Terraform & Infrastructure as Code,Infrastructure as Code,practice_lab,Master,terraform-lab-4 — Master company lab,"Design an enterprise IaC operating model with security, audit, and disaster recovery."
Terraform & Infrastructure as Code,Infrastructure as Code,company_ticket,Beginner,BILL-1101 — Provision a small network and compute resource with variables and outputs,Provision a small network and compute resource with variables and outputs. Business impact: Internal team productivity
Terraform & Infrastructure as Code,Infrastructure as Code,company_ticket,Intermediate,BILL-1102 — Refactor repeated infrastructure into modules without recreating resources,Refactor repeated infrastructure into modules without recreating resources. Business impact: Staging reliability and release flow
Terraform & Infrastructure as Code,Infrastructure as Code,company_ticket,Advanced,BILL-1103 — Recover from an incorrect state move and establish drift detection,Recover from an incorrect state move and establish drift detection. Business impact: Customer-facing production reliability
Terraform & Infrastructure as Code,Infrastructure as Code,company_ticket,Master,"BILL-1104 — Design an enterprise IaC operating model with security, audit, and disaster recovery","Design an enterprise IaC operating model with security, audit, and disaster recovery. Business impact: Enterprise platform, governance, and business continuity"
Terraform & Infrastructure as Code,Infrastructure as Code,production_incident,SEV-2,INC-011 — Production degradation involving Terraform & Infrastructure as Code,Recover from an incorrect state move and establish drift detection. Customer impact: Customer-facing production reliability
Terraform & Infrastructure as Code,Infrastructure as Code,enterprise_capstone,Master,CAP-011 — Enterprise Terraform & Infrastructure as Code delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Terraform & Infrastructure as Code as part of an end-to-end DevOps platform."
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,--check,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,--diff,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,--limit group,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,--tags deploy,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,ansible all -m ping,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,ansible-galaxy init role,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,ansible-inventory --graph,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,ansible-playbook site.yml,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,ansible-vault encrypt,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,credential types,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,execution environments,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,job templates,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,max_fail_percentage,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,serial: 10%,
Ansible Configuration Automation,Infrastructure as Code,command_or_configuration_example,,strategy: free,
Ansible Configuration Automation,Infrastructure as Code,company_workflow,Beginner,Beginner,"A junior engineer targets a sandbox group, checks connectivity, runs a reviewed playbook, and confirms changed versus unchanged hosts."
Ansible Configuration Automation,Infrastructure as Code,lesson,Beginner,Inventory,
Ansible Configuration Automation,Infrastructure as Code,lesson,Beginner,Ad-Hoc Commands,
Ansible Configuration Automation,Infrastructure as Code,lesson,Beginner,Playbooks,
Ansible Configuration Automation,Infrastructure as Code,lesson,Beginner,Modules,
Ansible Configuration Automation,Infrastructure as Code,practice_lab,Beginner,ansible-lab-1 — Beginner company lab,"Configure a web server package, service, and configuration idempotently."
Ansible Configuration Automation,Infrastructure as Code,company_workflow,Intermediate,Intermediate,"An engineer separates reusable roles, validates variable precedence, templates config, and restarts only when required."
Ansible Configuration Automation,Infrastructure as Code,lesson,Intermediate,Roles,
Ansible Configuration Automation,Infrastructure as Code,lesson,Intermediate,Variables,
Ansible Configuration Automation,Infrastructure as Code,lesson,Intermediate,Templates,
Ansible Configuration Automation,Infrastructure as Code,lesson,Intermediate,Handlers,
Ansible Configuration Automation,Infrastructure as Code,practice_lab,Intermediate,ansible-lab-2 — Intermediate company lab,Create a reusable application role with validation and handlers.
Ansible Configuration Automation,Infrastructure as Code,company_workflow,Advanced,Advanced,"A senior engineer protects secrets, discovers cloud hosts dynamically, tests roles, and rolls changes through batches."
Ansible Configuration Automation,Infrastructure as Code,lesson,Advanced,Vault,
Ansible Configuration Automation,Infrastructure as Code,lesson,Advanced,Dynamic Inventory,
Ansible Configuration Automation,Infrastructure as Code,lesson,Advanced,Testing,
Ansible Configuration Automation,Infrastructure as Code,lesson,Advanced,Rolling Operations,
Ansible Configuration Automation,Infrastructure as Code,practice_lab,Advanced,ansible-lab-3 — Advanced company lab,Patch a fleet in controlled batches with rollback and failure thresholds.
Ansible Configuration Automation,Infrastructure as Code,company_workflow,Master,Master,"A platform lead provides RBAC, approved content, isolated execution, audit trails, and event-driven runbooks."
Ansible Configuration Automation,Infrastructure as Code,lesson,Master,Automation Controller,
Ansible Configuration Automation,Infrastructure as Code,lesson,Master,Governance,
Ansible Configuration Automation,Infrastructure as Code,lesson,Master,Execution Environments,
Ansible Configuration Automation,Infrastructure as Code,lesson,Master,Event-Driven Automation,
Ansible Configuration Automation,Infrastructure as Code,practice_lab,Master,ansible-lab-4 — Master company lab,Design a governed enterprise automation service for infrastructure and operations.
Ansible Configuration Automation,Infrastructure as Code,company_ticket,Beginner,"BILL-1201 — Configure a web server package, service, and configuration idempotently","Configure a web server package, service, and configuration idempotently. Business impact: Internal team productivity"
Ansible Configuration Automation,Infrastructure as Code,company_ticket,Intermediate,BILL-1202 — Create a reusable application role with validation and handlers,Create a reusable application role with validation and handlers. Business impact: Staging reliability and release flow
Ansible Configuration Automation,Infrastructure as Code,company_ticket,Advanced,BILL-1203 — Patch a fleet in controlled batches with rollback and failure thresholds,Patch a fleet in controlled batches with rollback and failure thresholds. Business impact: Customer-facing production reliability
Ansible Configuration Automation,Infrastructure as Code,company_ticket,Master,BILL-1204 — Design a governed enterprise automation service for infrastructure and operations,"Design a governed enterprise automation service for infrastructure and operations. Business impact: Enterprise platform, governance, and business continuity"
Ansible Configuration Automation,Infrastructure as Code,production_incident,SEV-1,INC-012 — Production degradation involving Ansible Configuration Automation,Patch a fleet in controlled batches with rollback and failure thresholds. Customer impact: Customer-facing production reliability
Ansible Configuration Automation,Infrastructure as Code,enterprise_capstone,Master,CAP-012 — Enterprise Ansible Configuration Automation delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Ansible Configuration Automation as part of an end-to-end DevOps platform."
AWS Cloud,Cloud,command_or_configuration_example,,aws cloudtrail lookup-events,
AWS Cloud,Cloud,command_or_configuration_example,,aws cloudwatch get-metric-data,
AWS Cloud,Cloud,command_or_configuration_example,,aws configservice describe-config-rules,
AWS Cloud,Cloud,command_or_configuration_example,,aws configure list,
AWS Cloud,Cloud,command_or_configuration_example,,aws ec2 describe-instances,
AWS Cloud,Cloud,command_or_configuration_example,,aws logs tail,
AWS Cloud,Cloud,command_or_configuration_example,,aws organizations list-accounts,
AWS Cloud,Cloud,command_or_configuration_example,,aws route53 list-hosted-zones,
AWS Cloud,Cloud,command_or_configuration_example,,aws s3 ls,
AWS Cloud,Cloud,command_or_configuration_example,,aws sts get-caller-identity,
AWS Cloud,Cloud,command_or_configuration_example,,cost allocation tags,
AWS Cloud,Cloud,command_or_configuration_example,,service control policies,
AWS Cloud,Cloud,command_or_configuration_example,,well-architected review,
AWS Cloud,Cloud,company_workflow,Beginner,Beginner,"A junior engineer works in a sandbox account using least privilege, tags resources, validates access, and cleans up temporary resources."
AWS Cloud,Cloud,lesson,Beginner,Iam,
AWS Cloud,Cloud,lesson,Beginner,Ec2,
AWS Cloud,Cloud,lesson,Beginner,S3,
AWS Cloud,Cloud,lesson,Beginner,Vpc Basics,
AWS Cloud,Cloud,practice_lab,Beginner,aws-lab-1 — Beginner company lab,Create a secure static-site and compute sandbox design with cost controls.
AWS Cloud,Cloud,company_workflow,Intermediate,Intermediate,"An engineer deploys a multi-tier service, configures monitoring and backups, tests scaling, and documents recovery."
AWS Cloud,Cloud,lesson,Intermediate,Load Balancing And Autoscaling,
AWS Cloud,Cloud,lesson,Intermediate,Rds,
AWS Cloud,Cloud,lesson,Intermediate,Cloudwatch,
AWS Cloud,Cloud,lesson,Intermediate,Route 53,
AWS Cloud,Cloud,practice_lab,Intermediate,aws-lab-2 — Intermediate company lab,Design and troubleshoot a highly available web application across availability zones.
AWS Cloud,Cloud,company_workflow,Advanced,Advanced,"A senior engineer applies account boundaries, centralized logs, guardrails, automated detection, and tested recovery patterns."
AWS Cloud,Cloud,lesson,Advanced,Organizations And Accounts,
AWS Cloud,Cloud,lesson,Advanced,Security Services,
AWS Cloud,Cloud,lesson,Advanced,Event-Driven Systems,
AWS Cloud,Cloud,lesson,Advanced,Disaster Recovery,
AWS Cloud,Cloud,practice_lab,Advanced,aws-lab-3 — Advanced company lab,Create a multi-account security and disaster-recovery operating model.
AWS Cloud,Cloud,company_workflow,Master,Master,"A cloud lead defines paved roads, service ownership, budgets, quotas, resilience tiers, and architectural review."
AWS Cloud,Cloud,lesson,Master,Landing Zones,
AWS Cloud,Cloud,lesson,Master,Platform Products,
AWS Cloud,Cloud,lesson,Master,Finops,
AWS Cloud,Cloud,lesson,Master,Global Architecture,
AWS Cloud,Cloud,practice_lab,Master,aws-lab-4 — Master company lab,Design an AWS landing zone and internal platform for multiple business units.
